0.png	2
1.png	9
2.png	6
3.png	0
4.png	3
5.png	4
6.png	4
7.png	5
8.png	4
9.png	8
10.png	0
11.png	8
12.png	9
13.png	0
14.png	2
15.png	2
16.png	9
17.png	3
18.png	3
19.png	3
20.png	8
21.png	7
22.png	4
23.png	4
24.png	0
25.png	4
26.png	4
27.png	8
28.png	7
29.png	1
30.png	5
31.png	0
32.png	5
33.png	3
34.png	2
35.png	7
36.png	3
37.png	4
38.png	2
39.png	1
40.png	6
41.png	0
42.png	9
43.png	6
44.png	0
45.png	5
46.png	6
47.png	7
48.png	7
49.png	2
50.png	5
51.png	2
52.png	2
53.png	4
54.png	1
55.png	4
56.png	9
57.png	8
58.png	3
59.png	4
60.png	5
61.png	5
62.png	6
63.png	3
64.png	5
65.png	8
66.png	5
67.png	9
68.png	8
69.png	1
70.png	2
71.png	8
72.png	1
73.png	3
74.png	6
75.png	8
76.png	3
77.png	4
78.png	2
79.png	5
80.png	0
81.png	2
82.png	6
83.png	8
84.png	1
85.png	2
86.png	7
87.png	6
88.png	6
89.png	4
90.png	6
91.png	5
92.png	0
93.png	1
94.png	7
95.png	3
96.png	5
97.png	8
98.png	4
99.png	3
100.png	8
101.png	5
102.png	0
103.png	5
104.png	3
105.png	0
106.png	8
107.png	5
108.png	6
109.png	1
110.png	0
111.png	7
112.png	6
113.png	1
114.png	9
115.png	7
116.png	6
117.png	9
118.png	3
119.png	3
120.png	2
121.png	6
122.png	0
123.png	6
124.png	3
125.png	6
126.png	3
127.png	5
128.png	9
129.png	7
130.png	7
131.png	6
132.png	3
133.png	6
134.png	7
135.png	2
136.png	4
137.png	1
138.png	3
139.png	1
140.png	0
141.png	6
142.png	3
143.png	0
144.png	3
145.png	4
146.png	6
147.png	5
148.png	9
149.png	3
150.png	7
151.png	2
152.png	4
153.png	8
154.png	8
155.png	6
156.png	7
157.png	5
158.png	6
159.png	1
160.png	9
161.png	9
162.png	1
163.png	7
164.png	0
165.png	8
166.png	9
167.png	7
168.png	7
169.png	8
170.png	6
171.png	9
172.png	2
173.png	3
174.png	0
175.png	4
176.png	1
177.png	9
178.png	4
179.png	7
180.png	2
181.png	8
182.png	0
183.png	0
184.png	8
185.png	4
186.png	5
187.png	4
188.png	3
189.png	2
190.png	6
191.png	1
192.png	7
193.png	7
194.png	5
195.png	7
196.png	7
197.png	8
198.png	0
199.png	4
200.png	3
201.png	9
202.png	7
203.png	4
204.png	5
205.png	3
206.png	6
207.png	7
208.png	6
209.png	9
210.png	6
211.png	9
212.png	4
213.png	1
214.png	2
215.png	7
216.png	3
217.png	8
218.png	3
219.png	1
